name	id	gender	language	variations	meaning
Kwaku	/m/02q7jzf				
Göran	/m/02qn9bn	Male			
Sekou	/m/02wvjg3				
Yutaro	/m/0c0q41				
Yoshifumi	/m/0dllk7y				
Booth	/m/0czf043				
Jacqui	/m/0bwgkg2				
Eliška	/m/0br_2ys				
Jeannine	/m/0ds2k85				
Vjekoslav	/m/0h3scg1				
Wilfredo	/m/0glnvs0				
Arafat	/m/02y_3g0		Arabic Language		
Dilawar	/m/025w3pd				
Francesca	/m/02vlb6	Female	Old French,Latin Language	/m/05d494x,/m/05d48zg,/m/05d490f,/m/05d48_7,/m/05d48ck,/m/05d48cr,/m/05d4965,/m/05d495g	
Edmund	/m/03cpy4b	Male	English Language,Egyptian language	/m/05d3xhy,/m/05d3xh7,/m/05d3x8r,/m/05d3ybj,/m/05d3yb4,/m/05d2c8q,/m/05d3y9z,/m/05d2972,/m/05d297g,/m/05d2977	
Gottlieb	/m/025tb7v				
Linnéa	/m/03cpvyr	Female			
Magnar	/m/02rnsgg				
Maryanne	/m/0gjbv35				
Kaleb	/m/0h544fm				
Vasil	/m/0gj9414				
Staffan	/m/07scg3z				
Tulio	/m/07v8p4				
Tiger	/m/0g5qnr9				
Conainne	/m/0gwbkjm				
Alicia	/m/02p3f5v	Female	Greek Language,Old High German	/m/05d268r,/m/05d2691,/m/05d2684,/m/05d2689,/m/05d2696,/m/05d273r,/m/05d262_,/m/05d262v,/m/05d2634,/m/05d2639,/m/05d26yl,/m/05d273x,/m/05d262j,/m/05d271l,/m/05d268l,/m/05d2744,/m/05d262p,/m/05d268x,/m/05d24xp,/m/05d273h,/m/05d269c,/m/05d2681,/m/05d273c,/m/05d262d,/m/05d25n4,/m/05d26qz	
Arseny	/m/02tz6f	Male			
Heri	/m/027sprm				
Carol	/m/025s0fx	Female	Old High German	/m/05d36zh,/m/05d36_l,/m/05d33c8,/m/05d36zb,/m/05d332q,/m/05d36_f,/m/05d35rp,/m/05d333x,/m/05d34jv,/m/05d35z8,/m/05d3509,/m/05d36pv,/m/05d3592,/m/05d33bv,/m/05d36pp,/m/05d35nv,/m/05d35xs,/m/05d36_8,/m/05d36p7,/m/05d36zz,/m/05d36zt,/m/05d362w,/m/05d36zn,/m/05d34xz,/m/05d339m,/m/05d349v,/m/05d34sx,/m/05d34f2,/m/05d334t,/m/05d36pc,/m/05d36pj,/m/05d3337,/m/05d36_3	
Wahid	/m/02y_b03				
Toshiro	/m/02835yn	Male			
Cándido	/m/02vkpvg				
Gregory	/m/02p201v	Male	Latin Language	/m/05d4ndk,/m/05d4nd8	
Vladimir	/m/074wv_	Male	Slavic language	/m/05d9jfb,/m/05d9jfk,/m/05d9hpl	
Tentamun	/m/07k5sn0				
Elle	/m/05d1y5h	Female	French Language,Latin Language,Hebrew Language	/m/05d1znc,/m/05d1ync,/m/05d1_k5,/m/05d1yvv,/m/05d1zq0,/m/05d1znj,/m/05d1znp,/m/05d1znv,/m/05d1yl5,/m/05d1yph,/m/05d1_b1,/m/05d1zn_,/m/05d1_0l,/m/05d1zc_,/m/05d1zb2,/m/05d1ysd,/m/05d1y5d,/m/05d1_76	
Starr	/m/05d8y50	Female	Greek Language,Latin Language	/m/05d8zbx,/m/05d8y4y,/m/05d8zbh,/m/05d8zd4,/m/05d8zb4,/m/05d8zcf	
Desideria	/m/05d3rdw	Female	French Language,Latin Language	/m/05d3rg5,/m/05d3rf0,/m/05d3rf7,/m/05d3rfn	
Rina	/m/05d845m	Female	Latin Language,Hindi Language	/m/05d83lj,/m/05d8491,/m/05d84kl,/m/05d84mg,/m/05d84mm,/m/05d845j,/m/05d86nl,/m/05d84qs,/m/05d86p1,/m/05d84nc,/m/05d84pv,/m/05d84mv,/m/05d84p6,/m/05d8476,/m/05d84fd	
Cirillo	/m/05d3jwx	Male	Greek Language	/m/05d3k3m,/m/05d3k3v,/m/05d3jwt,/m/05d3k46	
Shailaja	/m/05d8p54	Female	Hindi Language		
Sudarsana	/m/05d8z97	Male	Hindi Language	/m/05d8z9c	
Kelsi	/m/05d50qf	Female,Male	Old English language	/m/05d50s2,/m/05d50rb,/m/05d50qb,/m/05d52f1,/m/05d52dq,/m/05d51ky,/m/05d534m	
Abramio	/m/05d1wl0	Male	Hebrew Language	/m/05d1wj8,/m/05d1wjy,/m/05d1wk6,/m/05d1whb,/m/05d1wjk,/m/05d1wkb,/m/05d1wh_,/m/05d1whq,/m/05d1wjn,/m/05d1wkx,/m/05d1wkm,/m/05d1ws6,/m/05d1wsk	
Newall	/m/05d77fm	Male	Old French,Old English language	/m/05d77sy,/m/05d77td,/m/05d77t2,/m/05d77fj,/m/05d77t7,/m/05d783t	
Purvi	/m/05d7z8x	Female	Hindi Language		
Bran	/m/05d2xvl	Male	Gaelic,Old English language	/m/05d2yxm,/m/05d2yws,/m/05d2_jv,/m/05d2z0c,/m/05d30gy,/m/05d2xvh,/m/05d2y9y,/m/05d2_kc,/m/05d2_jg,/m/05d30rp,/m/05d2y_6,/m/05d2_j2	
Merl	/m/05d6s0z	Female	Latin Language	/m/05d6tcq,/m/05d6s9w,/m/05d6s75,/m/05d6sbj,/m/05d6tck,/m/05d6s68,/m/05d6s86,/m/05d6s0w	
Davidson	/m/05d3n53	Male	Hebrew Language	/m/05d3nst,/m/05d3nq0,/m/05d3nk3,/m/05d3nkx,/m/05d3n50,/m/05d3nzl,/m/05d3nx7,/m/05d3n_j,/m/05d3nbr,/m/05d3n2_,/m/05d3nx2,/m/05d3ntg,/m/05d3nz1,/m/05d3nrh	
Robert	/m/05d2y1g	Male	Old English language	/m/05d2y0g,/m/05d2x_q,/m/05d2xzq,/m/05d2x_l,/m/05d2yl1,/m/05d2xzf,/m/05d2ykr,/m/05d2y16,/m/05d2ym1,/m/05d2xz5,/m/05d2xzz,/m/05d2y0z,/m/05d2x_b,/m/05d2xyy,/m/05d2x_6,/m/05d2y65,/m/05d2ykx,/m/05d2x__,/m/05d2ymm,/m/05d2vp2,/m/05d2ylb,/m/05d2ymb,/m/05d2y0v	
Davita	/m/05d3nwb	Female	Hebrew Language	/m/05d3p4h,/m/05d3p46	
Waylon	/m/05d9l0h	Male	Old English language	/m/05d9l0c,/m/05d9l0w	
Noa	/m/05d7fhk	Male	Hebrew Language	/m/05d7fg_,/m/05d7fgd,/m/05d7fhg,/m/05d7fm8,/m/05d7fmh	
Bertold	/m/05d2v_h	Male		/m/05d2v_l,/m/05d2v_c,/m/05d2w01,/m/05d2v_7	
Taryn	/m/05d9239	Female	Gaelic,Greek Language,Hindi Language	/m/05d9235,/m/05d92th	
Ramsay	/m/05d8133	Male	Old English language	/m/05d813g,/m/05d8137	
Serene	/m/05d8rbf	Female	Latin Language	/m/05d8r9y,/m/05d8rb5	
Ebenezer	/m/05d3x7t	Male	Hebrew Language	/m/05d3xs6,/m/05d3xrp	
Jatin	/m/05d4sjy	Male	Hindi Language		
Roland	/m/05d89st	Male	Old High German	/m/05d8b4_,/m/05d8b2_,/m/05d8bf6,/m/05d89hs,/m/05d8b2j,/m/05d89sq,/m/05d8b2v,/m/05d89_2,/m/05d8b2p,/m/05d8b3_,/m/05d89v5,/m/05d8b2c	
Dominica	/m/05d3s1f	Male	Latin Language	/m/05d3s29,/m/05d3s1b,/m/05d3rvx,/m/05d3vcy,/m/05d3t3n,/m/05d3t3f,/m/05d3sbx,/m/05d3rv1,/m/05d3s13	
Bradford	/m/05d2xgv	Male	Old English language		
Mateus	/m/05d6j1_	Male	Hebrew Language	/m/05d6k1k,/m/05d6k7f,/m/05d6j93,/m/05d6k65,/m/05d6htw,/m/05d6k6h,/m/05d6jz6,/m/05d6k5q,/m/05d6k52,/m/05d6mq7,/m/05d6k75,/m/05d6jwz,/m/05d6j1x,/m/05d6k6n,/m/05d6j9d,/m/05d6k5w,/m/05d6kpr,/m/05d6k4y,/m/05d6j6q,/m/05d6j9n,/m/05d6k5k,/m/05d6ht_,/m/05d6k57,/m/05d6k6b,/m/05d6k60,/m/05d6l7k,/m/05d6j9h,/m/05d6k6t,/m/05d6k5d,/m/05d6jbz	
Mitch	/m/05d6s_y	Male	Hebrew Language	/m/05d6v2x,/m/05d6t7q,/m/05d6v2f,/m/05d6t9v,/m/05d6t8t,/m/05d6twk,/m/05d6tjx,/m/05d6v3h,/m/05d6tb3,/m/05d6v2l,/m/05d6tjk,/m/05d6t83,/m/05d6v41,/m/05d6tkd,/m/05d6tj6,/m/05d6v4m,/m/05d6v4b,/m/05d6s_n,/m/05d6v3b,/m/05d6tk1,/m/05d6s_c,/m/05d6t8g,/m/05d6t9h,/m/05d6t94,/m/05d6v3s,/m/05d6v2r,/m/05d6twv,/m/05d6v35	
Paris	/m/05d7mj4	Male	English Language,Greek Language		
Mehemet	/m/05d6_ck	Male	Arabic Language	/m/05d6_jl,/m/05d6_p0,/m/05d70b_,/m/05d6_1x,/m/05d6_ps,/m/05d6_6c,/m/05d6_cg,/m/05d705g,/m/05d6_s2,/m/05d709q,/m/05d7099,/m/05d6_0f,/m/05d7045,/m/05d70cv,/m/05d70b4,/m/05d7031	
Elliot	/m/05d3yst	Male	Hebrew Language	/m/05d3ysf,/m/05d3ys9,/m/05d3ysk,/m/05d3ysp,/m/05d3ysy	
Boyd	/m/05d2x5y	Male			
Prapti	/m/05d7yrf	Female	Hindi Language		
Octavio	/m/05d7gk6	Male	Latin Language	/m/05d7gvj,/m/05d7gj7,/m/05d7glv,/m/05d7gjk,/m/05d7gkw,/m/05d7gk3	
Smita	/m/05d8vdm	Female	Hindi Language	/m/05d8vdr	
Marshal	/m/05d667h	Male	French Language,English Language	/m/05d6728,/m/05d667c,/m/05d6681,/m/05d667s	
Tej	/m/05d92rj	Male	Hindi Language		
Carmelita	/m/05d342c	Female	Hebrew Language,Latin Language	/m/05d350m,/m/05d35b8,/m/05d3428,/m/05d3415,/m/05d35bf,/m/05d35bl,/m/05d359z,/m/05d35b3,/m/05d359t	
Thisbe	/m/05d969z	Female	Greek Language		
Bülent	/m/05d30sl	Male	Turkish Language		
Jahoda	/m/05kvyb				
Dayla	/m/05d3p3f	Female	Hebrew Language		
Sewell	/m/05d8p82	Male	Old English language	/m/05d8p8g,/m/05d8p7r	
Apara	/m/05d2glf	Female	Yoruba Language		
Luchas	/m/05d5mjx	Male	Latin Language	/m/05d5mss,/m/05d5msm,/m/05d5mr_,/m/05d5msy,/m/05d5mrv,/m/05d5nmd,/m/05d5mlf,/m/05d5mrp,/m/05d5mns,/m/05d5mw3,/m/05d5mjt,/m/05d5msg,/m/05d5mrj,/m/05d5ms9,/m/05d5ms4	
Carlie	/m/05d33d8	Male	Old English language	/m/05d33d5,/m/05d3519,/m/05d351n,/m/05d350_,/m/05d353q,/m/05d33r9,/m/05d343b,/m/05d34j7,/m/05d352m,/m/05d350v,/m/05d343w,/m/05d33p0,/m/05d3514	
Bini	/m/05d8hlx	Female	Latin Language	/m/05d8hlh,/m/05d8hl6,/m/05d8hld,/m/05d8hl9,/m/05d8hls,/m/05d8j7v,/m/05d8hln,/m/05d8hmn	
Anjuman	/m/05d2dd0	Male	Hindi Language		
Skyrah	/m/05d8vsc	Female	English Language	/m/05d8vsn,/m/05d8wfz,/m/05d8vsh	
Seanna	/m/05d8np6	Female		/m/05d8n_s,/m/05d8nrj,/m/05d8ny9,/m/05d8nzf,/m/05d8nyg,/m/05d8nxv,/m/05d8ny4,/m/05d8nx_	
Wallis	/m/05d9hzk	Male	Old English language	/m/05d9j59,/m/05d9ks8,/m/05d9ktt,/m/05d9ksz,/m/05d9krl,/m/05d9kjq,/m/05d9kr8,/m/05d9krf	
Angevin	/m/05d2d9k	Female	French Language	/m/05d2db1,/m/05d2d9w,/m/05d2d9p	
Zétény	/m/05d9wvg	Male	Hungarian		
Ford	/m/05d48x9	Male	Old English language		
Rodiger	/m/05d8b0f	Male	Old High German	/m/05d8bzr,/m/05d8brj,/m/05d8b0b,/m/05d8bqc,/m/05d8b8h,/m/05d89kk,/m/05d8bsv,/m/05d8b90,/m/05d8bvk,/m/05d8b8b	
Britt	/m/05d2_dy	Female,Male	Hebrew Language,Latin Language	/m/05d311f,/m/05d30f_,/m/05d312k,/m/05d319r,/m/05d30g9,/m/05d308t,/m/05d30fv,/m/05d30gl,/m/05d30gg,/m/05d30g4,/m/05d3069	
Ericka	/m/05d41x2	Female	Old High German,Old Norse,Old English language	/m/05d41y0,/m/05d41yr,/m/05d424s,/m/05d41x9	
Crystal	/m/05d3k17	Female	Latin Language	/m/05d3k0_,/m/05d3k13,/m/05d3j1j,/m/05d3k23,/m/05d3jyb,/m/05d3k0t,/m/05d3kbp,/m/05d3k0x,/m/05d3kdg	
Olena	/m/05d23q3	Female	Greek Language,Slavic language	/m/05d23pv	
Lune	/m/05d5mb_	Female	Latin Language	/m/05d5mc3,/m/05d5mcc	
Alistaire	/m/05d22d2	Male	Scottish Gaelic language	/m/05d22lh,/m/05d228t,/m/05d22m5,/m/05d22c_,/m/05d22mw,/m/05d22l8	
Finnian	/m/05d47n6	Male	English Language,Scottish Gaelic language	/m/05d4814,/m/05d47wq,/m/05d47rz,/m/05d47t0,/m/05d47n3,/m/05d47sg,/m/05d47vm,/m/05d47tr	
Yaron	/m/05d4vm9	Male	Hebrew Language	/m/05d4vm1	
Istas	/m/05d4rn0	Female			
Raffi	/m/05d80pz	Male	Old English language	/m/05d7_nd,/m/05d7_n4,/m/05d7zyy,/m/05d7_mn,/m/05d7_nx,/m/05d7_nn,/m/05d7_5x,/m/05d7_mx	
Titus	/m/05d98qh	Male	Greek Language	/m/05d98zl,/m/05d98z9	
Aderes	/m/05d1_qt	Female	Hebrew Language		
Tani	/m/05d91yz	Female	Russian Language,Japanese Language	/m/05d91zk,/m/05d91yv,/m/05d92ls,/m/05d91z1,/m/05d91yq	
Zephirin	/m/05d9xs6	Male	Greek Language	/m/05d9xrz	
Ferdinand	/m/05d4682	Male	Old High German	/m/05d482w,/m/05d467_,/m/05d482k,/m/05d4791,/m/05d482q,/m/05d479r	
Soleil	/m/05d8wp2	Female	French Language		
Iolana	/m/05d4q_m	Female	Hawaiian language		
Dagget	/m/05d3lm7	Male	Norwegian Language	/m/05d3lkw,/m/05d3llq,/m/05d3ll4,/m/05d3llf,/m/05d3lkl,/m/05d3ll_	
Haleah	/m/05d4p2c	Female	Hawaiian language	/m/05d4p30,/m/05d4p2h	
Surya	/m/05d8zlp	Female,Male	Hindi Language		
Langhorne	/m/05d579t	Male	Old English language,Old Norse	/m/05d579k,/m/05d579f,/m/05d5796,/m/05d5799,/m/05d579p,/m/05d57b9	
Manley	/m/05d5vgv	Male	Old English language	/m/05d5vgr,/m/05d5vns,/m/05d5vn0,/m/05d5vpg,/m/05d5vn7,/m/05d5vqg,/m/05d5vmn	
Mahabala	/m/05d5tvw	Male	Hindi Language		
Jermana	/m/05d4lf8	Male	French Language,Middle English	/m/05d4lj2,/m/05d4lgn,/m/05d4lfq,/m/05d4lj_,/m/05d4lh9,/m/05d4lff,/m/05d4lg3	
Sadize	/m/05d6t2d	Female		/m/05d6t24	
Ranulf	/m/05d817m	Male	Old English language	/m/05d817j,/m/05d81hk,/m/05d81f_,/m/05d81gk,/m/05d81fw,/m/05d81gb,/m/05d819h,/m/05d81dm,/m/05d81kh,/m/05d81g4,/m/05d81qr,/m/05d7_p3,/m/05d817t,/m/05d81l0	
Lyle	/m/05d33wh	Male	Old English language,Old French	/m/05d33vq,/m/05d343b,/m/05d33wy,/m/05d33wd,/m/05d3435,/m/05d343h,/m/05d5nkv	
Schannel	/m/05d8qfx	Female	French Language	/m/05d8qds,/m/05d8qdn,/m/05d8qrk,/m/05d8qf1,/m/05d8qfb,/m/05d8qfm	
Talasi	/m/05d927s	Female			
Kristof	/m/05d3dxz	Male	Greek Language	/m/05d3ftr,/m/05d3fv6,/m/05d3ftl,/m/05d3ft8,/m/05d3ftx,/m/05d3fvc,/m/05d3ftf,/m/05d3dvm,/m/05d3fvj,/m/05d3fv1,/m/05d3dxw	
Yashpal	/m/05d9s_n	Male	Hindi Language		
Jarett	/m/05d4h_q	Male	Hebrew Language	/m/05d4m06,/m/05d4vg_,/m/05d4jmx,/m/05d4llr,/m/05d4lw7,/m/05d4kw0,/m/05d4jdz,/m/05d4l2s,/m/05d4mb2,/m/05d4m9s,/m/05d4l80,/m/05d4m03,/m/05d4h_m,/m/05d4ksy,/m/05d4lll,/m/05d4kmc,/m/05d4lm2,/m/05d4khb,/m/05d4m3n,/m/05d4lbs,/m/05d4l5s,/m/05d4ly9,/m/05d4lpq,/m/05d4llf,/m/05d4m1x,/m/05d4m0c,/m/05d4m9y,/m/05d4j54	
Mertle	/m/05d707g	Female	Greek Language	/m/05d7152,/m/05d7159,/m/05d70t1,/m/05d6_y_,/m/05d7112,/m/05d710k,/m/05d70p8,/m/05d706g,/m/05d711s	
Walsh	/m/05d9j53	Male	Old English language	/m/05d9kst,/m/05d9kjm,/m/05d9kqx,/m/05d9krf,/m/05d9ktn,/m/05d9ks3,/m/05d9kr1,/m/05d9j50	
Srinivas	/m/05d8w89	Male	Hindi Language		
Yannis	/m/05d9shh	Male	Hebrew Language	/m/05d9s_4	
Stephania	/m/05d8wht	Female	Greek Language	/m/05d8xcz,/m/05d8wjg,/m/05d8ybm,/m/05d8wz2,/m/05d8whh,/m/05d8x5_,/m/05d8x46,/m/05d8whl,/m/05d8wh8,/m/05d8whc,/m/05d8yl0,/m/05d8w_s,/m/05d8ym0,/m/05d8xb0,/m/05d8whp	
Maddison	/m/05d5thb	Female,Male	Old English language,German Language	/m/05d5trh,/m/05d5try	
Mog	/m/05d6yf5	Male			
Age	/m/05d1_s6	Female	Greek Language,Latin Language	/m/05d20b3,/m/05d209h,/m/05d1__0,/m/05d209b,/m/05d209z,/m/05d209t,/m/05d2095,/m/05d209n,/m/05d202q	
Umar	/m/05d9bn9	Male	Arabic Language		
Zora	/m/05d9xc_	Female	Slavic language	/m/05d9xsg,/m/05d9xk8,/m/05d9xkf,/m/05d9xcx,/m/05d9xh5,/m/05d9xk5,/m/05d9xm2,/m/05d9xkl,/m/05d9xfb,/m/05d9xn2	
Elie	/m/05d3z01	Female	Greek Language	/m/05d3z0b,/m/05d3yzw,/m/05d3y_g,/m/05d3y_2,/m/05d3y_6,/m/05d3y_v,/m/05d3y_l,/m/05d3y_y,/m/05d3z7f,/m/05d3y_q,/m/05d3yzz,/m/05d3y_b	
Latoya	/m/05d56dl	Female	Swahili Language	/m/05d56dq,/m/05d56dg,/m/05d56fv,/m/05d56f7	
Stephana	/m/05d8wzh	Female	Greek Language	/m/05d8ykw,/m/05d8yl0,/m/05d8x4j,/m/05d8wjt,/m/05d8yby,/m/05d8x69,/m/05d8wjq,/m/05d8wzd,/m/05d8yl5,/m/05d8ykq,/m/05d8xd8,/m/05d8ykl,/m/05d8ymb,/m/05d8xbb,/m/05d8x09	
Thaddea	/m/05d93x3	Male	Latin Language	/m/05d94pf,/m/05d94lc,/m/05d94tr,/m/05d94r5,/m/05d94x1,/m/05d94t8,/m/05d94x6,/m/05d94tx,/m/05d94bj,/m/05d94tl,/m/05d93m2,/m/05d94tf,/m/05d94f6,/m/05d94mt	
Acton	/m/05d1wyd	Male	Old English language		
Leyna	/m/05d5f5v	Female	Old High German	/m/05d5fgv,/m/05d5fh3	
Karoly	/m/05d33g6	Male		/m/05d33n6,/m/05d33g3,/m/05d33nj,/m/05d33nc,/m/05d33l7,/m/05d33ln,/m/05d33l3,/m/05d33r9,/m/05d33r4,/m/05d33cq,/m/05d33np	
Kipp	/m/05d54r1	Male	Old English language	/m/05d54rf,/m/05d54ry,/m/05d54qy,/m/05d54qt	
Kaushik	/m/05d514z	Male	Hindi Language		
Gelasia	/m/05d4cyl	Female	Greek Language		
Jochen	/m/05d4w2j	Male	Hebrew Language	/m/05d4w37,/m/05d4w2x,/m/05d4w2n	
Stanko	/m/05d8xt9	Male	Slovenian language		
Gavrila	/m/05d49b3	Female,Male	Hebrew Language	/m/05d4bpl,/m/05d4bhd,/m/05d49kv,/m/05d4bp8,/m/05d4bh7,/m/05d49s8,/m/05d4bnz,/m/05d4bp3,/m/05d4bpr,/m/05d4bpf,/m/05d4b6h,/m/05d4b6n,/m/05d49b0,/m/05d4bpx,/m/05d4b6t,/m/05d4b48,/m/05d4b6c	
Deirdre	/m/05d3s7b	Female		/m/05d3sh8,/m/05d3sft,/m/05d3sfz,/m/05d3sgm,/m/05d3sfn,/m/05d3s77	
Katja	/m/05d4_3t	Female	Greek Language	/m/05d4_dv,/m/05d5082,/m/05d4_3p,/m/05d4_n8,/m/05d507y,/m/05d507s,/m/05d4_3k,/m/05d4_39,/m/05d4_3f,/m/05d4_d_	
Corbet	/m/05d3hb6	Male	Old French	/m/05d3k9h,/m/05d3jdc,/m/05d3jcp,/m/05d3hb3,/m/05d3k9w,/m/05d3kb7	
Costanza	/m/05d3gyx	Female	Latin Language	/m/05d3h34,/m/05d3h3m,/m/05d3gwt,/m/05d3gyt,/m/05d3gxn,/m/05d3h39,/m/05d3h3g,/m/05d3h3_	
Titan	/m/05d98z5	Male	Greek Language	/m/05d98z9,/m/05d98z1	
Zefiro	/m/05d9wqz	Male	Greek Language	/m/05d9wrb,/m/05d9wr2	
Priyal	/m/05d7y_d	Female	Hindi Language	/m/05d7y_r,/m/05d7y_j	
Fafylena	/m/05d45m3	Female	Italian Language	/m/05d45ld,/m/05d45lj,/m/05d45lm,/m/05d45n3,/m/05d463_,/m/05d45lr,/m/05d45lw,/m/05d45l_,/m/05d46bk	
Zilli	/m/05d9x43	Female		/m/05d9x3w	
Merritt	/m/05d6ry1	Female	Latin Language	/m/05d6s2z,/m/05d6s2p	
Zankhana	/m/05d9vvm	Female	Hindi Language		
Mayon	/m/05d6p00	Male	Hindi Language		
Shelli	/m/05d8rfs	Male	Old English language	/m/05d8rg3,/m/05d8rgb,/m/05d8rfx	
Sylva	/m/05d8svr	Female	Latin Language	/m/05d8svf,/m/05d8sw4,/m/05d8tz0,/m/05d8tr5,/m/05d8sm5,/m/05d8svb,/m/05d8smx,/m/05d8svj,/m/05d8svm	
Maude	/m/05d6kkp	Female	Old High German	/m/05d6kkf,/m/05d6kk5	
Tymon	/m/05d9b52	Male	Greek Language		
Leroi	/m/05d5d_8	Male	Old French	/m/05d5d_s,/m/05d5d_3,/m/05d5dz_	
Aniston	/m/05d2f4s	Male			
Ruchir	/m/05d8fzk	Male	Hindi Language		
Sushanti	/m/05d90wc	Female	Hindi Language		
Naoko	/m/05d70vk	Female	Japanese Language		
Elory	/m/05d406d	Male		/m/05d406n,/m/05d407r,/m/05d4068,/m/05d406_,/m/05d40tv	
Ulu	/m/05d9c7w	Male	Old High German,Old English language	/m/05d9c7n,/m/05d9c7k,/m/05d9c7r,/m/05d9c8v,/m/05d9d04,/m/05d9c7g	
Asuman	/m/05d2l9m	Male	Hindi Language		
Tas	/m/05d934p	Male	Hungarian		
Soumaila	/m/05pd8w2				
Tremayne	/m/05d99kg	Male	Cornish Language,English Language	/m/05d99k6	
Kaimi	/m/05d4y50	Female			
Jaclyn	/m/05d4rx9	Female	Hebrew Language	/m/05d4rxk,/m/05d4sy2,/m/05d4sy_,/m/05d4sxf,/m/05d4rx5,/m/05d4rgc	
Ufuk	/m/05d9b3p	Male	Turkish Language		
Skeat	/m/05p91q5				
Bryant	/m/05d2zqt	Male		/m/05d2z_k,/m/05d2zy3,/m/05d2zyf,/m/05d2zyn	
Chander	/m/05d39v9	Male	Hindi Language		
Amrita	/m/05d29dg	Female	Hindi Language	/m/05d29dl	
Alvita	/m/05d28zm	Female	Latin Language		
Niel	/m/05d74t8	Male	Gaelic	/m/05d74wd,/m/05d74kk,/m/05d752v,/m/05d7521,/m/05d74l3,/m/05d753q,/m/05d750l,/m/05d7531,/m/05d74k3,/m/05d750c,/m/05d74zx,/m/05d74t5,/m/05d76m9	
Roslyn	/m/05d8g5f	Female	Old French	/m/05d8f_y,/m/05d8g7k,/m/05d8g5b,/m/05d8f_c,/m/05d8gfn,/m/05d8g8c,/m/05d8gj9,/m/05d8g53	
Melinda	/m/06g1gv	Female	Greek Language	/m/05d6pvy,/m/05d6q_2,/m/05d6pv5,/m/05d6r5w,/m/05d6pv0,/m/05d6r4r,/m/05d6r51,/m/05d6qgm,/m/05d6r6v,/m/05d6qf1,/m/05d6r4x	
Twain	/m/05d9ct0	Male	Middle English		
Eisig	/m/05d3y07	Male	Hebrew Language		
Miki	/m/05d6vn_	Female	Japanese Language		
Masen	/m/05d6hvj	Male	French Language	/m/05d6hv8,/m/05d6hr1	
Avantika	/m/05d2mfw	Female	Hindi Language		
Clementine	/m/05d3gn4	Female	Latin Language	/m/05d3gnv,/m/05d3gn8	
Herschell	/m/05d4qcz	Female			
Olive	/m/05d7g_l	Female	Old French,Old Norse,Latin Language	/m/05d7gy3,/m/05d7j0j,/m/05d7k2p,/m/05d7hll,/m/05d7gs_,/m/05d7h4y,/m/05d7htb,/m/05d7j13,/m/05d7k2j,/m/05d7gz3,/m/05d7hq4,/m/05d7g_h	
Roxann	/m/05d8grz	Female	Persian Language	/m/05d8grw,/m/05d8h0c,/m/05d8g__,/m/05d8h0x,/m/05d8g_s,/m/05d8h2f,/m/05d8h1l	
Meri	/m/05d6sdg	Male,Female	Old Welsh language	/m/05d6sxc,/m/05d6sf1,/m/05d6sx6	
Dulcea	/m/05d3vqh	Female	Spanish Language	/m/05d3vtc,/m/05d3vrw,/m/05d3vrh,/m/05d3vqw,/m/05d3vqm	
Uri	/m/05d9cxj	Male	Hebrew Language	/m/05d9cxn	
Alidia	/m/05d27f4	Female	Greek Language,Latin Language	/m/05d27g8,/m/05d28_2,/m/05d27f0,/m/05d27dx,/m/05d290h,/m/05d27ds,/m/05d27fk	
Danet	/m/05d3mm2	Female	Hebrew Language	/m/05d3mkv,/m/05d3mlq,/m/05d3mkk,/m/05d3mlb,/m/05d3ml2,/m/05d3ng7,/m/05d3mll,/m/05d3mp7,/m/05d3mkf,/m/05d3mlz,/m/05d3mkz,/m/05d3mk9,/m/05d3mlg,/m/05d3mlv,/m/05d3ml6,/m/05d3nmd	
Rosellen	/m/05d8bfp	Female	Latin Language,Greek Language	/m/05d8cnp,/m/05d8dp_,/m/05d8ghf,/m/05d8fgg,/m/05d8bfl,/m/05d8fl3,/m/05d8frm,/m/05d8gxl,/m/05d8fhp,/m/05d8fvg,/m/05d8fwz,/m/05d8d4q,/m/05d8fyk,/m/05d8gym,/m/05d8fbf,/m/05d8gny,/m/05d8cw4,/m/05d8g1y,/m/05d8f7v,/m/05d8gq3,/m/05d8fsp,/m/05d8dhv,/m/05d8d6b,/m/05d8d_d,/m/05d8czx,/m/05d8fnl,/m/05d8chm,/m/05d8ftc,/m/05d8dcs,/m/05d8g22,/m/05d8dmj,/m/05d8f1c,/m/05d8csz	
Edie	/m/05d3vwd	Female,Male	Hebrew Language	/m/05d3xdw,/m/05d3xd1,/m/05d3xbn,/m/05d3x68,/m/05d3vw8,/m/05d3vw1,/m/05d3vw4,/m/05d3xbt,/m/05d3xbz,/m/05d3y36,/m/05d3xcf	
Cay	/m/05d31dq	Female	Gaelic	/m/05d38l0,/m/05d38vq,/m/05d38kr,/m/05d38vf,/m/05d31dv	
Sallie	/m/05d8hwb	Female	Spanish Language	/m/05d8hv7,/m/05d8j1p,/m/05d8htt,/m/05d8hw7,/m/05d8j19	
Horace	/m/05d4qrp	Male		/m/05d4qrs	
Vavrin	/m/05d9fmp	Male	Czech Language		
Gavan	/m/05d4clf	Male	Welsh Language	/m/05d4cl9	
